player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Evan Crower,13629,QB,STANFORD,5,70.4,27,27,7.8,2.49,0,2,6.9,55.6,15,0,7,21.1,27,4,0,300,13.3,61.7,74,28.5,0,0,29,0,0,89,0,0,0,0,0,1,1,3.4,183,6.8
Ryan Finley,46426,QB,BOISE ST,3,56,25,27,12.2,3.26,0,0,0,44.4,12,0,13,14.3,33,2,0,120,70.6,58.5,52.7,70.6,1,1,37,0,30.8,73.2,12.1,4,2,0,1,2,1,2.7,161,6
Favian Upshaw,46554,QB,GA SOUTHRN,8,76.9,26,27,10.5,2.99,0,3,10.3,70.4,19,0,9,5,32,1,0,174,57.7,90.2,83.9,77.5,0,1,34,0,11.1,114,3.1,1,4,0,1,2,1,2.9,285,10.6
Vincent Testaverde,39415,QB,TEXAS TECH,1,57.7,26,26,6.1,1.92,0,0,0,57.7,15,0,1,0,27,0,1,315,68.5,28.4,28.1,56.7,0,1,27,0,0,52.7,0,0,1,0,0,0,4,14.8,116,4.5
Cody Callaway,26968,QB,BOWL GREEN,5,61.5,26,26,16.6,3.13,0,2,7.4,46.2,12,0,11,25,34,4,0,122,21.1,54.9,68.9,29,0,1,35,0,45.5,61.9,14.7,5,3,0,0,1,2,5.7,153,5.9
Devin Powell,38337,QB,TULANE,2,60.9,23,26,8.7,2.52,1,0,0,38.5,10,0,14,28.6,30,4,0,319,68.8,66.5,56.6,79.5,2,0,30,0,14.3,51.8,6.7,2,2,0,0,0,0,0,110,4.2
Cole Gautsche,47093,QB,NEW MEXICO,5,56,25,26,12.2,2.65,0,1,3.7,46.2,12,0,9,14.3,31,2,0,241,78.7,63.5,57.1,64.1,0,0,33,1,33.3,57.4,9.7,3,2,0,1,0,0,0,105,4
Nick Stevens,46468,QB,COLO STATE,5,70.8,24,25,6,2.07,0,0,0,60,15,0,8,11.8,26,2,0,144,36.6,41.2,37.8,60,1,0,28,0,12.5,88.1,3.8,1,0,0,0,1,1,3.6,136,5.4
Brayle Brown,16644,QB,LA MONROE,5,71.4,21,23,7.7,2.1,2,2,8.7,56.5,13,0,3,13.3,23,2,0,209,5.6,36.8,56,25.2,0,1,23,0,0,74,0,0,0,0,0,1,2,8.7,157,6.8
Jeremy Higgins,37751,QB,HAWAII,2,39.1,23,23,12.2,2.26,0,1,3.8,30.4,7,0,4,22.2,25,2,0,180,28.3,34.1,32.4,60,0,0,29,0,50,46.1,8,2,0,0,0,0,2,6.9,103,4.5
Brooks Haack,46462,QB,LA LAFAYET,5,87,23,23,6.4,2.65,0,2,8.7,87,20,0,9,0,25,0,0,207,71.8,82.8,88.3,56.7,0,0,25,0,11.1,128.1,4,1,1,0,0,2,1,4,179,7.8
Matt McIntosh,16584,QB,N ILLINOIS,2,81.8,22,23,4.8,1.96,0,0,0,60.9,14,0,2,22.2,25,4,0,254,70.9,59.6,57.9,60.8,0,0,25,0,0,89.4,0,0,2,0,1,1,0,0,122,5.3
Aaron Bailey,39138,QB,ILLINOIS,3,52.2,23,23,10.3,3.48,0,1,4,47.8,11,0,20,8.3,30,1,0,187,26.7,46.5,42.8,55.9,0,1,33,0,15,59.7,10,3,4,0,0,1,2,6.1,118,5.1
Damian Williams,46496,QB,MISS STATE,5,76.2,21,23,7.8,2.41,1,2,8.7,60.9,14,0,7,12.5,25,2,0,227,18.9,49.7,55.2,49.2,0,0,25,0,28.6,120.5,8,2,0,0,1,3,2,8,155,6.7
Mitch Ravizza,21770,QB,S JOSE ST,2,69.6,23,23,5.2,2.36,0,0,0,60.9,14,0,6,12.5,29,2,0,285,73.6,52.2,48,59,0,0,29,0,50,65.3,10.3,3,3,0,0,0,1,3.4,61,2.7
Ryan Buchanan,26731,QB,OLE MISS,5,71.4,21,22,3.2,2.23,1,0,0,54.5,12,0,8,20,23,3,1,226,68.9,42.7,43.7,51.7,0,1,25,0,0,42.8,0,0,1,0,0,0,1,4,75,3.4
Taylor Graham,14412,QB,HAWAII,2,61.9,21,22,8.6,2.5,0,1,4.5,54.5,12,0,4,7.7,24,1,0,180,67.5,58.2,58.9,57,1,1,24,0,25,68.9,4.2,1,1,0,0,1,1,4.2,133,6
Gunnar Holcombe,46409,QB,MARSHALL,4,70,20,21,7.9,2.25,0,2,9.5,57.1,12,0,4,14.3,21,2,0,214,23.8,60.9,68.1,52.9,0,0,21,1,0,73.3,0,0,0,0,1,0,1,4.8,119,5.7
Matt Joeckel,15217,QB,TCU,4,71.4,21,21,7,2.25,0,0,0,57.1,12,0,5,20,23,3,0,305,68.2,56.4,53.9,61.3,0,1,24,0,0,88.2,0,0,2,0,0,2,1,4.2,134,6.4
Luke Rubenzer,28165,QB,CAL,6,65,20,21,11.1,3.15,0,0,0,57.1,12,0,12,7.7,26,1,0,130,61.9,50.9,28.9,66.8,0,3,30,1,16.7,74.8,7.7,2,3,0,1,2,4,13.3,166,7.9
Nathan Peterman,11926,QB,TENNESSEE,6,62.5,16,21,3.4,2.65,2,0,0,47.6,10,0,13,0,25,0,1,307,29.7,43.4,44.4,50.4,2,0,25,1,7.7,54.3,4,1,3,0,1,0,1,4,49,2.3
Quinton Flowers,46580,QB,USF,4,52.6,19,20,11.2,3.27,0,1,4.3,40,8,0,9,20,22,2,0,327,73.3,42.1,35.8,60.3,0,2,25,1,11.1,18.8,4.5,1,1,0,1,0,2,8,110,5.5
DeVante Kincade,26446,QB,OLE MISS,6,78.9,19,19,3.5,2.72,0,1,5.3,78.9,15,0,6,0,26,0,0,226,46.3,34.5,33.9,48.6,0,0,26,1,16.7,109.2,3.8,1,6,0,0,1,2,7.7,114,6
Connor Reilly,12633,QB,TEMPLE,4,61.1,18,19,12.2,3.11,0,0,0,52.6,10,0,7,9.1,21,1,0,306,26.2,35,43.4,37.3,0,1,21,0,14.3,40.9,4.8,1,1,0,1,0,1,4.8,77,4.1
Mitch Kimble,21943,QB,SYRACUSE,2,55.6,18,19,11.6,2.12,1,1,5.3,31.6,6,0,3,40,20,4,0,304,72.5,62.9,54.6,67.3,0,1,20,0,0,19,0,0,1,0,0,0,0,0,37,1.9
Damion Terry,27206,QB,MICH STATE,5,72.2,18,19,6.1,2.57,1,0,0,63.2,12,0,4,7.7,21,1,0,223,33.6,69.4,66,63.4,0,0,21,0,0,74,0,0,2,0,0,0,0,0,88,4.6
Michael Julian,30757,QB,TOLEDO,5,68.8,16,19,6.5,3.11,1,0,0,42.1,8,0,5,27.3,24,3,0,316,49.2,49.5,55.9,49,0,0,25,0,60,56.9,12.5,3,2,0,2,0,1,4,90,4.7
Joe Hubener,46389,QB,KANSAS ST,6,62.5,16,19,11.2,2.89,2,1,5.3,47.4,9,0,6,10,22,1,0,199,76.7,67,72.8,60.5,1,1,22,0,0,88.7,0,0,3,0,0,1,1,4.5,235,12.4
Luke Del Rio,46403,QB,OREGON ST,3,61.1,18,19,11.8,2.93,0,0,0,42.1,8,0,4,27.3,19,3,0,265,67.1,65.7,65.2,,0,0,20,0,0,68.1,0,0,0,1,0,0,0,0,141,7.4
Tyler Stehling,46429,QB,RICE,4,72.2,18,19,9.7,2.72,1,2,10,63.2,12,0,3,7.7,24,1,0,275,28.5,54.6,58.2,51.8,0,0,25,0,66.7,107.1,8.3,2,3,0,0,1,1,4,159,8.4
Jesse Scroggins,37755,QB,ARIZONA,3,41.2,17,18,13.4,2.68,0,0,0,38.9,7,0,7,0,21,0,0,109,19.3,40.3,35.6,57.6,0,1,21,0,28.6,65,9.5,2,1,0,1,1,3,14.3,152,8.4
Trey Anderson,19120,QB,PITTSBURGH,3,66.7,18,18,13.3,2.47,0,1,5.6,61.1,11,0,1,8.3,20,1,0,268,25.8,61.1,63.3,53.6,0,0,20,0,100,107.4,5,1,1,0,0,1,2,10,155,8.6
Joseph Calcagni,16964,QB,TULSA,4,62.5,16,17,13,2.57,1,0,0,41.2,7,0,2,30,20,3,0,320,69.1,42.1,40.3,57.5,0,1,20,0,50,30,5,1,2,0,0,0,1,5,74,4.4
Austin Allen,46542,QB,ARKANSAS,4,56.3,16,17,8.5,2.53,0,0,0,47.1,8,0,8,11.1,20,1,0,111,27.6,69.7,70.1,63.5,0,1,20,1,25,54.3,10,2,1,1,0,0,0,0,153,9
Tyler O'Connor,46460,QB,MICH STATE,4,80,15,16,10.5,3.32,0,1,5.9,75,12,0,5,0,18,0,0,223,70.7,67.5,68.2,59.9,0,1,19,0,0,117.4,0,0,2,0,1,2,1,5.3,151,9.4
Andrew Allen,26510,QB,NEW MEX ST,6,76.9,13,16,15.3,2.78,1,1,6.3,62.5,10,0,11,0,23,0,0,242,17.5,55.3,42.5,64.7,0,1,23,0,36.4,58.9,17.4,4,3,0,2,0,3,13,118,7.4
Tyler Cameron,47287,QB,WAKE,3,71.4,14,16,4.4,2.83,0,0,0,62.5,10,0,7,0,20,0,0,339,25.8,57.6,53,63.7,1,0,20,0,42.9,68.5,15,3,1,0,1,0,1,5,55,3.4
Tony Daniel,18036,QB,BUFFALO,4,66.7,15,15,13.3,2.61,0,1,6.3,60,9,0,4,10,15,1,0,126,70.6,75.8,72.4,67.3,0,1,16,0,0,105.3,0,0,0,0,0,2,1,6.3,149,9.9
Nick Patti,46582,QB,UCF,5,72.7,11,14,5.9,2.67,1,0,0,50,7,0,5,12.5,18,1,1,323,71.2,51.5,44.4,60.7,0,1,20,0,0,40.5,0,0,4,0,2,0,1,5,89,6.4
Dwight Macon,15369,WR,TOLEDO,3,78.6,14,14,6.4,2.92,0,0,0,64.3,9,0,6,18.2,23,2,0,316,52.5,64.8,57.8,72.9,0,0,24,0,50,122,13,3,6,0,0,1,1,4.2,143,10.2
Thomas Sirk,22589,QB,DUKE,7,76.9,13,14,8.3,1.79,1,0,0,71.4,10,0,1,0,14,0,0,154,26,65,65.1,62.2,0,0,14,0,0,121.1,0,0,0,0,0,3,1,7.1,67,4.8
Tago Smith,46514,QB,NAVY,3,83.3,12,14,13.6,2.81,1,0,0,71.4,10,0,4,0,18,0,0,237,78.9,75.2,72,67.7,0,1,19,0,50,123.5,11.1,2,2,0,1,3,1,5.3,215,15.4
Jake Heaps,10085,QB,MIAMI FL,4,66.7,12,13,6.3,2.36,0,0,0,46.2,6,0,1,25,14,2,1,220,68.7,51.7,51.5,55.9,0,0,14,1,0,56.9,0,0,1,0,1,0,0,0,51,3.9
Michael Colosimo,16046,QB,CINCINNATI,3,53.8,13,13,13.8,3.08,0,2,15.4,38.5,5,0,4,28.6,16,2,1,138,69.5,68.2,56.3,75.6,0,0,16,0,0,84.8,0,0,3,0,0,1,1,6.3,78,6
Tim Byerly,17313,QB,GA TECH,4,69.2,13,13,18.4,3.17,0,2,13.3,69.2,9,0,7,0,16,0,0,176,49.7,82.3,90.5,67.1,0,0,18,0,14.3,132.9,6.3,1,2,0,0,1,0,0,148,11.4
Greg Windham,46533,QB,OHIO,4,76.9,13,13,9.2,2.21,0,0,0,76.9,10,0,0,0,14,0,0,259,17.8,30.1,50.2,30.2,0,0,14,0,,92.5,7.1,1,0,0,0,0,1,7.1,82,6.3
Chris Covington,49825,QB,INDIANA,1,36.4,11,12,16.8,3.73,0,1,8.3,25,3,0,6,25,14,1,0,190,20.4,42.7,35.5,54.9,0,2,14,0,16.7,0,7.1,1,1,0,1,0,2,14.3,31,2.6
Ronnie Bell,16275,QB,GA STATE,4,45.5,11,11,7.3,2.57,0,0,0,27.3,3,0,2,40,11,2,0,175,23.9,51.5,50.5,57.2,0,0,11,0,0,39.6,0,0,0,0,0,0,1,9.1,29,2.6
Chris Streveler,46440,QB,MINNESOTA,4,36.4,11,11,12.6,2.79,0,1,9.1,36.4,4,0,5,0,15,0,0,225,79,68.4,53.4,67.5,0,1,15,0,20,38.8,6.7,1,3,0,0,1,1,6.7,37,3.4
Perry Hills,46491,QB,MARYLAND,1,66.7,9,11,4.3,2.39,0,1,9.1,54.5,6,0,5,0,11,0,0,215,68.5,53.9,55,62.3,0,0,11,1,0,111.9,0,0,0,0,2,1,0,0,90,8.2
Ryker Fyfe,46588,QB,NEBRASKA,5,50,10,10,7.8,2.4,0,0,0,40,4,0,4,20,11,1,0,238,71.6,57.7,45.9,67.9,0,0,12,0,25,85.4,9.1,1,0,0,0,1,0,0,40,4
Ryan Higgins,22948,QB,LA TECH,4,66.7,9,10,3.1,1.75,1,0,0,60,6,0,3,0,10,0,0,208,69.1,49.2,55.5,50.7,0,0,10,0,0,80.8,0,0,0,0,0,0,0,0,69,6.9
Tom Thornton,24314,QB,WYOMING,1,44.4,9,10,12.7,3.28,0,0,0,40,4,0,4,0,12,0,0,351,68.6,31.5,28.2,59.7,0,1,13,0,25,16.7,8.3,1,1,0,1,0,1,7.7,50,5
Kurt Benkert,46540,QB,E CAROLINA,2,80,10,10,6.9,2.27,0,0,0,80,8,0,1,0,12,0,0,156,22.6,44.6,46.2,52.2,0,1,12,0,0,51.3,0,0,2,0,0,0,1,8.3,58,5.8
DJ Crook,27335,QB,PENN STATE,1,75,8,9,4.6,1.89,0,0,0,66.7,6,0,1,0,9,0,0,266,67.4,75.4,75.5,60.1,0,0,9,0,0,121.1,0,0,0,0,1,1,0,0,57,6.3
Drew Kummer,18541,QB,MIAMI OH,1,44.4,9,9,15.7,2.67,0,0,0,44.4,4,0,2,0,9,0,0,221,67.6,51,51.9,56.7,0,1,11,0,0,24.1,0,0,0,0,0,0,1,9.1,53,5.9
Mark Leal,15515,QB,VA TECH,2,66.7,9,9,9.9,2.68,0,0,0,66.7,6,0,3,0,10,0,0,337,65.6,75.4,71.4,64.3,0,0,11,0,0,130.3,0,0,1,0,0,1,0,0,77,8.6
Reese Phillips,38271,QB,KENTUCKY,3,33.3,9,9,13.9,2.7,0,0,0,22.2,2,0,4,33.3,10,1,0,202,23.4,63.7,71.8,52,0,1,10,0,0,8.3,0,0,1,0,0,0,0,0,45,5
Bram Kohlhausen,39176,QB,TCU,3,87.5,8,9,0,1.7,0,0,0,77.8,7,0,1,0,9,0,0,305,68.3,64.4,65,58.5,0,0,9,0,0,86.6,0,0,0,0,1,0,0,0,43,4.8
Clayton Mitchem,14784,QB,NEW MEXICO,4,55.6,9,9,10,3.12,0,0,0,44.4,4,0,3,20,11,1,0,241,31.5,47.6,57.5,47.9,0,1,12,0,66.7,23.1,18.2,2,0,0,0,0,1,8.3,51,5.7
Billy Cosh,13345,QB,HOUSTON,3,66.7,9,9,5.4,1.8,0,0,0,55.6,5,0,2,16.7,9,1,0,182,65.1,60.8,58.8,,0,0,9,0,0,63.2,0,0,0,0,0,0,0,0,32,3.6
Darius Wade,28055,QB,BOSTON COL,2,37.5,8,8,15.6,2.25,0,0,0,37.5,3,0,2,0,8,0,0,121,67.2,29.8,29.7,53.5,0,0,8,0,0,45.8,0,0,0,0,0,0,1,12.5,23,2.9
Pharoh Cooper,10751,WR,S CAROLINA,6,62.5,8,8,18.1,2.98,0,1,12.5,62.5,5,1,2,0,9,0,0,289,47.4,77.3,88.4,61.7,0,0,9,2,0,134.4,0,0,1,0,0,2,0,0,78,9.8
Pete DiNovo,27479,QB,UCF,1,42.9,7,8,9.4,3.25,0,0,0,37.5,3,0,6,0,11,0,0,323,65.6,43.6,44.2,57,0,0,11,0,33.3,45.8,18.2,2,1,0,1,0,0,0,18,2.3
Nick Schuessler,12061,QB,CLEMSON,3,87.5,8,8,4.6,2.59,0,0,0,87.5,7,0,4,0,11,0,0,140,24.3,44.8,63,42.8,0,0,11,1,50,91.1,18.2,2,1,0,0,0,0,0,47,5.9
Brett Nelson,18488,QB,LOUISVILLE,2,71.4,7,7,5.6,1.99,0,0,0,57.1,4,0,2,20,8,1,0,210,64.9,54.2,53.1,60,0,0,8,0,50,65.8,12.5,1,0,0,0,0,0,0,27,3.9
Max Browne,46632,QB,USC,3,42.9,7,7,11.7,2.46,0,0,0,42.9,3,0,1,0,7,0,1,326,70.4,54.1,55.3,54.4,0,0,7,0,0,55.7,0,0,0,0,0,0,0,0,30,4.3
Dallas Tidwell,17532,QB,TROY,2,75,4,6,2,2.2,1,0,0,50,3,0,1,0,6,0,0,318,64.2,51.8,49.9,,1,0,6,0,0,56.3,0,0,0,0,0,0,0,0,16,2.7
Stephen Hogan,17827,QB,ARK STATE,3,66.7,6,6,-0.3,1.42,0,0,0,50,3,0,0,25,6,1,0,113,26.5,46.9,62,44,0,0,6,0,,56.3,0,0,0,0,0,0,0,0,18,3
Garrett Leatham,18870,QB,NC STATE,3,40,5,6,8.8,2.53,0,0,0,16.7,1,0,3,50,6,1,0,248,65.7,28.1,26.9,60,0,1,6,0,0,0,0,0,0,0,1,0,1,16.7,8,1.3
Conner Manning,39390,QB,UTAH,1,33.3,6,6,5.7,2.21,0,0,0,33.3,2,0,1,0,7,0,0,328,14.6,28.4,27.9,,0,1,7,0,100,9.7,14.3,1,0,0,0,0,2,28.6,28,4.7
Taylor Burch,14531,QB,LA TECH,3,66.7,6,6,7.8,1.87,0,0,0,66.7,4,0,2,0,6,0,0,208,26.5,55.2,53.1,59.7,0,0,6,0,0,75.7,0,0,0,0,0,0,0,0,26,4.3
Jarred Evans,20431,QB,CINCINNATI,3,40,5,6,12.4,2.69,0,0,0,33.3,2,0,5,0,9,0,0,138,75.7,66.9,60.7,66.9,0,0,11,1,40,42.4,22.2,2,1,0,1,0,0,0,10,1.7
Connor Mitch,38318,QB,S CAROLINA,2,50,6,6,6.5,2.5,0,0,0,33.3,2,0,2,33.3,7,1,0,289,67.1,44.2,51.6,54.8,0,0,7,1,50,43.1,14.3,1,0,0,0,0,0,0,19,3.2
David Watford,11441,QB,VIRGINIA,2,100,5,5,6.6,2.77,0,0,0,80,4,0,1,20,7,1,0,335,69.2,60.7,81.9,56.9,0,0,7,0,100,103.3,14.3,1,1,0,0,0,0,0,44,8.8
Sam Stratton,15686,QB,WYOMING,1,50,4,5,6,3.17,1,0,0,40,2,0,4,0,10,0,0,351,66.5,54.3,51.1,60.1,0,0,10,0,50,55.4,20,2,3,0,0,0,0,0,24,4.8
Connor White,30266,QB,TEXAS ST,1,80,5,5,6.8,2.78,0,0,0,80,4,0,3,0,6,0,0,314,19,43,51.2,44.5,0,0,6,0,33.3,100.8,16.7,1,0,0,0,0,0,0,41,8.2
Faton Bauta,46470,QB,GEORGIA,2,100,5,5,5.4,2.28,0,0,0,80,4,0,0,20,5,1,0,173,71.1,76.6,80.9,63.3,0,0,5,0,,106.7,0,0,0,0,0,0,0,0,48,9.6
Chris Johnson,38519,QB,BAYLOR,2,100,4,4,5.5,1.93,0,0,0,100,4,0,0,0,4,0,0,118,20.1,53.3,42.6,60.9,0,0,4,1,,113.5,0,0,0,0,0,0,1,25,45,11.3
Thomas Sperbeck,47487,WR,BOISE ST,3,66.7,3,4,12.3,3.45,0,0,0,50,2,0,2,0,4,0,0,120,74.7,83.3,68.9,71,0,0,4,1,0,117.7,0,0,0,0,1,1,0,0,33,8.3
Troy Jones,17174,QB,W KENTUCKY,1,50,4,4,7.3,1.8,0,0,0,50,2,0,0,0,4,0,0,346,71.7,43.5,26.5,64.8,0,0,4,0,,56.3,0,0,0,0,0,0,2,50,11,2.8
Jason Stewart,38678,QB,MEMPHIS,1,66.7,3,4,16.7,3.48,0,0,0,50,2,0,2,0,4,0,1,218,73.7,51.9,29.5,61.9,0,0,4,1,0,121.9,0,0,0,0,1,1,1,25,37,9.3
William Crest Jr.,45917,QB,W VIRGINIA,1,75,4,4,-1.5,1.72,0,0,0,75,3,0,1,0,5,0,0,343,68.9,86,55.6,84,0,0,5,0,100,77.1,20,1,0,0,0,0,0,0,7,1.8
Matt Alviti,44954,QB,NWESTERN,3,50,4,4,4.8,3.14,0,0,0,50,2,0,4,0,5,0,0,256,25.8,29.2,34.9,43.2,0,0,5,0,25,56.3,20,1,0,0,0,0,1,20,0,0
David Olson,13486,QB,CLEMSON,2,50,2,3,-2,1.77,1,0,0,33.3,1,0,0,0,3,0,0,140,66.4,44.7,39.6,60.1,0,0,3,0,,42.4,0,0,0,0,0,0,1,33.3,-1,-0.3
Kelvin White,20028,TE,ARMY,3,33.3,3,3,50.3,5.2,0,0,0,0,0,0,1,100,3,1,0,114,67.1,67.2,52.4,,0,0,3,2,0,39.6,0,0,0,0,0,0,0,0,0,0
Austin Hinder,14193,QB,CAL,1,33.3,3,3,11.3,2.83,0,0,0,33.3,1,0,0,0,4,0,0,130,67.9,63.4,74.7,57.9,0,0,5,1,,47.9,0,0,1,0,0,0,0,0,13,4.3
Deshon Foxx,10160,WR,UCONN,4,33.3,3,3,10.7,3.25,0,0,0,33.3,1,0,1,0,4,0,0,146,29.7,56.8,54.9,57.8,0,0,4,0,0,42.4,0,0,1,0,0,0,0,0,4,1.3
Bart Houston,12349,QB,WISCONSIN,2,100,3,3,9,2.9,0,1,33.3,33.3,1,0,1,66.7,4,2,0,349,25.2,61,80.3,46.4,0,0,4,0,0,81.9,0,0,1,0,0,1,0,0,6,2
Jerrard Randall,17137,QB,ARIZONA,2,0,2,3,20.5,3.02,0,0,0,0,0,0,2,,6,0,0,109,73.6,51.6,26,65.9,0,0,6,0,0,39.6,0,0,3,0,1,0,1,16.7,0,0
Brenden Motley,44983,QB,VA TECH,2,50,2,3,22.5,3.63,0,0,0,33.3,1,0,2,0,4,0,0,337,28.4,54.9,58.5,56.1,0,0,4,0,50,53.5,25,1,0,0,1,0,0,0,17,5.7
Dalton Sturm,46488,QB,UTSA,1,100,3,3,5,2.8,0,0,0,100,3,0,1,0,4,0,0,331,65.2,78,74.4,64.8,0,0,4,0,0,158.3,0,0,1,0,0,1,0,0,59,19.7
Brent Stockstill,29288,QB,MIDDLE TN,1,100,3,3,13,1.9,0,0,0,66.7,2,0,0,33.3,3,1,1,224,5.4,27.5,58.2,26.4,0,1,4,0,,70.1,0,0,0,0,0,0,0,0,41,13.7
Bill Belton,13371,HB,PENN STATE,3,0,3,3,10.7,2.77,0,0,0,0,0,0,1,,3,0,0,266,89.2,62.1,35.3,60.7,0,0,3,0,0,39.6,0,0,0,0,0,0,1,33.3,0,0
Brandon Cox,46480,QB,UTAH,1,100,3,3,-0.7,1.9,0,0,0,100,3,0,1,0,3,0,0,328,67.7,74.4,63.9,68.3,0,0,3,0,0,88.9,0,0,0,0,0,0,0,0,16,5.3
Ben McLane,16355,QB,GA STATE,1,66.7,3,3,13,2.67,0,1,33.3,66.7,2,0,1,0,3,0,0,175,64.8,48.2,49.3,57.5,0,1,3,0,0,68.1,0,0,0,0,0,0,1,33.3,36,12
Joey Iosefa,9664,HB,HAWAII,4,66.7,3,3,22.3,3.45,0,0,0,66.7,2,0,1,0,4,0,0,180,70.6,65.3,71.2,60.8,0,0,4,1,0,125,0,0,1,0,0,1,0,0,20,6.7
Durron Neal,11023,WR,OKLAHOMA,2,50,2,2,14,3.35,0,0,0,50,1,0,2,0,2,0,0,261,73.9,63.4,35,71.3,0,1,2,1,0,56.3,0,0,0,0,0,1,1,50,4,2
T.J. Millweard,24446,QB,KANSAS,2,50,2,2,-0.5,2,0,0,0,50,1,0,0,0,2,0,0,198,61.8,55.4,54.6,,0,0,2,0,,56.3,0,0,0,0,0,0,0,0,4,2
Russell Bellomy,18591,QB,MICHIGAN,1,0,1,2,-3,2,1,0,0,0,0,0,0,,2,0,0,222,61.8,59.5,58.9,,0,0,2,0,,39.6,0,0,0,0,0,0,0,0,0,0
Tres Houston,17604,WR,ARK STATE,2,100,2,2,1.5,3.35,0,0,0,100,2,0,0,0,2,0,0,113,48,69.7,73.8,,0,0,2,5,,158.3,0,0,0,0,0,1,0,0,64,32
Zach Allen,38296,QB,TCU,1,100,2,2,-2.5,1.1,0,0,0,100,2,0,0,0,2,0,0,305,68.7,69.5,62.7,64.8,0,0,2,0,,102.1,0,0,0,0,0,0,0,0,17,8.5
Adam Schulz,38551,QB,UTAH,1,100,2,2,13,3,0,0,0,100,2,0,1,0,2,0,0,328,61.8,87,87.1,,0,0,2,0,0,118.8,0,0,0,0,0,0,0,0,31,15.5
Parker Boehme,39372,QB,DUKE,1,50,2,2,7.5,1.77,0,0,0,50,1,0,0,0,3,0,0,154,66.4,60.8,59,60.5,0,0,3,0,,56.3,0,0,1,0,0,0,0,0,5,2.5
Josh Bordner,14153,TE,BOSTON COL,2,100,2,2,29.5,3.4,0,0,0,50,1,0,0,50,2,1,0,121,71.7,68.5,57.1,,0,0,2,1,,95.8,0,0,0,0,0,0,0,0,35,17.5
Colton Huntsman,13850,TE,AIR FORCE,2,50,2,2,12.5,3.2,0,0,0,50,1,0,1,0,2,0,0,101,71.3,69,57,76.3,0,0,2,0,0,95.8,0,0,0,0,0,0,1,50,41,20.5
McCoy Hill,46407,QB,BYU,1,100,2,2,4.5,3.52,0,0,0,100,2,0,1,0,5,0,0,128,70.4,60.6,83.7,51.2,0,0,5,0,0,118.8,0,0,3,0,0,0,0,0,27,13.5
Perry Orth,46435,QB,S CAROLINA,1,0,1,2,5,3.17,1,0,0,0,0,0,1,,3,0,0,289,62.7,31.4,30,,0,0,3,0,100,39.6,33.3,1,0,0,0,0,1,33.3,0,0
Zay Jones,11792,WR,E CAROLINA,2,50,2,2,2,2.8,0,0,0,50,1,0,0,0,2,0,0,156,56.6,63.3,47.3,,0,0,2,3,,56.3,0,0,0,0,0,0,0,0,0,0
Jalin Marshall,11259,WR,OHIO STATE,2,0,2,2,21.5,3.2,0,0,0,0,0,0,1,,2,0,0,260,56.5,67.8,46.9,70.8,0,0,2,0,0,39.6,0,0,0,0,0,0,0,0,0,0
Nelson Spruce,11199,WR,COLORADO,2,100,2,2,3.5,4.05,0,0,0,100,2,0,0,0,2,0,1,143,77.5,77.4,73.8,58.9,0,0,2,0,,135.4,0,0,0,0,0,1,0,0,14,7
Daniel Braverman,10864,WR,W MICHIGAN,2,100,1,2,8,4.2,0,0,0,50,1,0,1,0,2,0,0,347,77.8,79.3,57.9,66.2,0,0,2,2,0,66.7,0,0,0,0,1,0,0,0,11,5.5
Nick Vigil,10721,LB,UTAH ST,1,100,2,2,-5,0.5,0,0,0,100,2,0,0,0,2,0,0,329,80.9,76.6,62.6,72.4,0,0,2,1,,93.8,0,0,0,0,0,0,0,0,13,6.5
David Porter Jr.,10149,WR,TCU,2,50,2,2,-1,3,0,0,0,50,1,0,0,0,2,0,0,305,40.7,62.8,28.6,,0,0,2,0,,135.4,0,0,0,0,0,1,1,50,55,27.5
Matthew Miller,9788,WR,BOISE ST,2,50,2,2,17.5,3.05,0,0,0,50,1,0,1,0,2,0,0,120,71.7,79.3,90.8,,0,0,2,1,0,97.9,0,0,0,0,0,1,0,0,7,3.5
Bernard Davis,47836,WR,UMASS,2,100,2,2,9,4.15,0,0,0,100,2,0,1,0,2,0,0,216,64.2,56.4,72.2,,0,0,2,0,0,104.2,0,0,0,0,0,0,0,0,18,9
Jake Howton,15953,WR,S ALABAMA,1,100,1,1,0,3.5,0,0,0,100,1,0,0,0,1,0,0,288,62.4,53.8,60.4,,0,0,1,0,,158.3,0,0,0,0,0,1,0,0,28,28
Todd Gurley II,9443,HB,GEORGIA,1,100,1,1,29,2.5,0,0,0,100,1,0,1,0,1,0,0,173,89,84.1,76.6,83,0,0,1,1,0,118.8,0,0,0,0,0,0,0,0,50,50
Nacarius Fant,48276,WR,W KENTUCKY,1,100,1,1,25,3.9,0,0,0,100,1,0,0,0,1,0,0,346,62.4,55.5,58.4,,0,0,1,0,,118.8,0,0,0,0,0,0,0,0,25,25
