player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Myles Brennan,60438,QB,LSU,3,78,118,131,9.7,2.64,4,10,7.5,60.3,79,0,51,14.1,145,13,54,211,74.1,87.5,88.3,54.8,3,3,148,1,17.6,106.2,6.2,9,5,0,6,11,1,0.7,1112,8.5
Jordan Travis,77615,QB,FLORIDA ST,8,66.9,124,131,10.5,3.11,1,7,5,55,72,0,70,13.3,174,11,46,167,52.9,69.7,55.1,78.8,0,6,185,0,22.9,77.7,9.2,16,23,0,6,6,10,5.4,1056,8.1
Jeremy Hunt,123483,QB,LA MONROE,7,67.8,121,130,10.7,2.63,3,4,3,53.8,70,0,49,14.6,153,12,40,209,34.9,56.2,62,43.3,0,4,157,1,20.4,73.3,6.5,10,13,0,6,6,5,3.2,742,5.7
Jayden de Laura,131928,QB,WASH STATE,4,74.2,120,130,10.8,3.04,1,7,5.2,60.8,79,0,40,11.2,150,10,41,341,48.4,75.2,78.4,54.5,1,4,155,2,22.5,81.3,6,9,11,0,8,5,6,3.9,893,6.9
Tristan Gebbia,60475,QB,OREGON ST,4,70.7,123,130,9,2.76,1,5,3.7,61.5,80,0,40,8,141,7,50,265,75.4,83.3,78.8,73.1,0,3,150,0,20,77.9,5.7,8,3,1,5,3,1,0.7,824,6.3
Eli Peters,40041,QB,TOLEDO,4,76,125,129,8.4,2.46,3,6,4.3,68.2,88,0,38,7.4,152,7,55,316,31.9,68.2,72.3,50.8,0,2,165,3,23.7,111.5,5.9,9,14,0,1,9,5,3,1106,8.6
Jack Plummer,83543,QB,PURDUE,3,77.7,121,125,6.9,2.55,0,8,6,70.4,88,0,30,6.4,136,6,48,273,45,75.7,77.9,50.5,0,2,144,0,10,106.7,2.2,3,7,1,3,8,6,4.2,938,7.5
Jake Bentley,40788,QB,UTAH,5,68.9,119,124,9.1,3.11,1,5,3.9,62.1,77,0,65,6.1,151,5,50,328,48.6,61.1,55.5,68.3,3,6,160,0,12.3,79.6,5.3,8,19,0,1,6,9,5.6,887,7.2
Matt McDonald,60350,QB,BOWL GREEN,5,58.3,115,123,11.2,2.99,4,5,3.8,43.9,54,1,58,19.4,149,13,31,122,59.5,50.5,50.9,51,3,6,156,1,15.5,45.2,6,9,17,0,1,1,8,5.1,712,5.8
Taulia Tagovailoa,97271,QB,MARYLAND,4,71.6,116,122,10.1,2.78,1,5,3.8,60.7,74,0,39,10.8,141,9,48,215,75,64.7,61.7,70.2,0,7,152,2,20.5,82.2,5.7,8,10,0,5,7,9,5.9,1007,8.3
Aaron Allen,78494,QB,LA TECH,10,70.5,112,122,7,2.7,3,2,1.6,59.8,73,0,47,7.6,133,6,37,208,45.2,50.6,48.6,60,3,8,140,0,12.8,56.1,4.5,6,5,0,4,4,10,7.1,602,4.9
Levi Williams,98365,QB,WYOMING,6,59.8,112,121,11.7,2.99,1,9,7.1,48.8,59,0,71,11.9,139,8,35,351,55.5,64.7,56.7,72.9,3,3,145,2,21.1,65.3,10.8,15,3,1,4,1,6,4.1,877,7.2
Tyler Vitt,83566,QB,TEXAS ST,7,75.5,110,121,8.7,2.79,1,5,3.7,61.2,74,0,58,10.8,133,9,36,314,64.1,67.3,62,73.1,2,6,146,1,13.8,89.3,6,8,4,0,8,9,9,6.2,933,7.7
Miles Kendrick,77673,QB,KANSAS,7,68.8,112,120,8,2.94,2,4,3.1,60.8,73,0,62,5.2,148,4,36,198,29,49.7,49.1,54.5,2,5,156,0,30.6,74.5,12.8,19,9,0,4,6,9,5.8,646,5.4
JT Daniels,83578,QB,GEORGIA,4,78.2,110,119,12.7,2.47,4,10,7.9,67.2,80,0,28,7,128,6,48,173,58.4,86.2,85.3,58.2,2,2,136,0,32.1,122.2,7,9,0,0,3,10,6,4.4,1231,10.3
DJ Uiagalelei,122162,QB,CLEMSON,9,76.6,107,119,7.4,2.37,1,5,4,65.5,78,0,26,4.9,124,4,42,140,36.5,71.1,77.6,46.9,1,0,129,0,11.5,102.7,2.4,3,2,2,8,5,0,0,914,7.7
Dustin Crum,60418,QB,KENT STATE,4,80.7,114,115,11.1,2.7,1,8,6.1,73,84,0,28,8.7,134,8,60,201,54.4,85.1,77.7,78.4,0,2,155,0,17.9,133.4,3.7,5,14,0,0,12,6,3.9,1183,10.3
Devin Leary,77628,QB,NC STATE,4,70.3,101,110,12.5,2.6,3,14,11.8,60,66,0,45,7,122,5,41,248,44.1,78.9,79.2,59.6,2,2,133,0,15.6,102.5,5.7,7,5,0,4,8,5,3.8,890,8.1
Dylan Morris,100570,QB,WASHINGTON,4,73.5,102,109,10.2,3,4,5,4.4,60.6,66,0,39,12,118,9,40,340,75.1,81.5,81.9,65.9,1,3,123,2,2.6,87.6,0.8,1,8,0,2,4,2,1.6,898,8.2
Carson Baker,83548,QB,S DIEGO ST,6,71.7,92,104,8.8,2.88,3,4,3.7,56.7,59,0,39,10.6,118,7,35,284,57.1,58.8,56.1,61.2,2,3,122,0,23.1,71.7,7.6,9,4,1,6,3,4,3.3,617,5.9
Daniel Richardson,97103,QB,C MICHIGAN,4,71.9,96,103,9.6,2.6,4,3,2.7,63.1,65,0,28,5.8,114,4,31,134,56.2,64.5,65.7,50.5,0,2,121,1,21.4,90.8,5.3,6,5,1,2,4,4,3.3,772,7.5
Lindell Stone,62774,QB,VIRGINIA,4,66.3,101,102,7.8,2.51,0,3,2.7,58.8,60,0,17,10.4,110,7,31,335,74,44.5,45.1,50.4,0,3,120,0,5.9,70.3,0.9,1,6,0,1,4,7,5.8,449,4.4
Vontravious Hall,83526,QB,NEW MEXICO,4,62.4,93,101,9.6,2.64,0,4,3.8,52.5,53,0,46,8.6,117,5,30,241,62.1,63.1,57.1,65.9,5,3,121,0,21.7,54.8,8.5,10,5,0,3,0,4,3.3,517,5.1
Jason Shelley,60581,QB,UTAH ST,4,67.7,93,99,9.7,2.68,1,2,1.9,50.5,50,0,42,20.6,123,13,23,329,60.2,58.5,60,55.5,0,2,129,1,26.2,60,8.9,11,12,1,4,2,4,3.1,415,4.2
Tommy DeVito,60545,QB,SYRACUSE,4,67.4,86,97,12.1,2.72,0,8,7.9,50.5,49,0,46,15.5,130,9,29,304,74.8,73.8,75.4,58.4,0,2,135,0,43.5,75.1,15.4,20,13,0,11,4,3,2.2,599,6.2
Tyler Johnston III,60570,QB,UAB,5,67.4,92,96,10.5,2.47,1,9,8.9,58.3,56,0,25,9.7,101,6,37,321,57.8,77.5,74.3,68.9,1,1,106,2,12,106.6,3,3,2,0,2,7,7,6.6,829,8.6
Grant Gunnell,98367,QB,ARIZONA,4,79.3,82,93,6.1,2.8,3,4,4.2,67.7,63,0,42,3.1,117,2,33,109,20.1,54,51.1,64.6,1,2,122,1,21.4,98.9,7.7,9,11,0,7,6,7,5.7,622,6.7
Chance Nolan,78493,QB,OREGON ST,3,69.1,81,91,12,3.3,1,4,4.2,50.5,46,0,44,17.9,109,10,27,265,38.5,69.7,59.8,78.4,2,2,114,1,9.1,81.6,3.7,4,14,0,7,6,5,4.4,537,5.9
Carter Bradley,77685,QB,TOLEDO,4,65.9,88,90,11.3,2.78,0,5,5.4,61.1,55,0,40,5.2,104,3,45,316,36.6,80.3,80.9,61.7,0,5,107,2,15,102.6,5.8,6,8,0,2,9,4,3.7,851,9.5
Chance Lovertich,121427,QB,S ALABAMA,6,66.3,83,86,9.7,2.5,1,2,2.2,54.7,47,0,38,14.5,104,8,30,288,72.7,67.9,71,49.5,0,2,111,0,21.1,87.3,7.7,8,10,0,2,5,1,0.9,619,7.2
Mike Collins,60549,QB,RICE,3,72.8,81,86,11.6,2.69,0,8,9.1,61.6,53,0,34,10.2,103,6,42,275,28.2,72.1,73.9,56.6,1,1,107,1,32.4,126.2,10.7,11,6,0,4,10,5,4.7,802,9.3
Payton Thorne,101629,QB,MICH STATE,4,72.2,72,86,9.5,3.11,2,5,5.7,57,49,0,40,5.8,99,3,30,223,39.7,69.4,71.8,57.6,0,3,101,1,17.5,74.9,7.1,7,6,0,12,3,4,4,582,6.8
Jayden Daniels,97993,QB,ARIZONA ST,4,63.4,82,84,11.2,2.37,0,5,5.2,58.3,49,0,32,5.8,105,3,31,110,43,73.3,62.2,80.2,0,1,121,0,25,100.1,7.6,8,10,0,2,5,2,1.7,697,8.3
Braxton Burmeister,60513,QB,VA TECH,5,64.5,76,84,10.4,2.81,1,5,5.6,57.1,48,0,26,2,99,1,29,337,48.5,75.7,76.2,64.6,0,1,105,1,23.1,86.8,6.1,6,9,0,7,2,2,1.9,687,8.2
Artur Sitkowski,83547,QB,RUTGERS,4,76.9,78,81,5.8,2.49,0,3,3.4,64.2,52,0,21,13.3,90,8,22,278,24.9,69.8,68.3,63.6,0,0,97,1,33.3,90.8,7.8,7,1,0,3,3,4,4.1,444,5.5
Will Plummer,131592,QB,ARIZONA,3,64.4,73,80,9,2.71,3,2,2.4,53.8,43,0,38,8.5,96,4,19,109,40.4,50,48.6,60.6,4,3,102,2,21.1,51.5,8.3,8,8,0,0,0,6,5.9,388,4.9
Patrick O'Brien,40273,QB,COLO STATE,4,71.4,70,80,8.6,2.86,4,5,6.2,56.3,45,0,38,10,100,5,26,144,54.3,65.6,60.4,69.3,0,2,101,0,26.3,81.8,10,10,9,0,6,3,4,4,591,7.4
Brandon Peters,40416,QB,ILLINOIS,5,61.3,75,80,11.7,2.61,0,7,8.6,48.8,39,0,28,15.2,88,7,22,187,57.4,70.1,61.6,77.8,2,0,89,0,14.3,77.6,4.5,4,3,0,3,3,4,4.5,429,5.4
James Blackman,60382,QB,FLORIDA ST,4,68.7,67,79,8,2.94,1,4,4.9,54.4,43,0,37,6.5,95,3,25,167,52.1,58.3,62.9,47.1,1,3,97,1,27,59,10.5,10,6,3,7,2,3,3.1,360,4.6
Joey Yellen,71430,QB,PITTSBURGH,4,57.7,71,78,10.1,2.42,0,1,1.2,44.9,35,1,31,14.6,83,6,19,268,23.6,32.4,33.9,51.1,2,3,88,2,16.1,49.2,6,5,0,0,5,1,8,9.1,402,5.2
Noah Johnson,37350,QB,USF,6,73,74,78,8.8,2.75,1,2,2.5,62.8,49,0,28,9.3,95,5,29,327,61.5,63.7,61,63.5,0,1,97,1,32.1,87,9.5,9,6,0,3,3,2,2.1,470,6
Luke McCaffrey,101634,QB,NEBRASKA,7,69.7,76,77,7.6,3.1,0,0,0,62.3,48,0,28,9.4,92,5,29,238,29.1,62.3,47.6,72.9,0,6,94,1,17.9,51.1,5.4,5,10,1,0,1,6,6.4,466,6.1
Jordon Brookshire,98678,QB,S DIEGO ST,3,68.1,69,74,8.1,2.84,2,0,0,56.8,42,0,37,10.6,90,5,24,284,78,57.9,58.4,56.8,2,2,92,0,21.6,70.2,8.9,8,7,0,1,2,2,2.2,410,5.5
Jack Tuttle,83580,QB,INDIANA,3,71.6,67,72,8.8,2.58,0,1,1.2,61.1,44,0,22,8.3,77,4,19,190,55.4,56.2,51.5,67,2,1,87,0,13.6,77.2,3.9,3,2,0,3,2,2,2.3,358,5
Shane Illingworth,71512,QB,OKLA STATE,4,68.2,66,72,11.1,2.69,1,5,6.6,56.9,41,0,25,8.9,80,4,20,262,72.9,68.3,74.6,40.8,0,1,84,1,12,94.3,3.8,3,5,1,4,4,1,1.2,554,7.7
Luke Doty,124230,QB,S CAROLINA,4,70.1,67,71,7.6,3.07,0,2,2.6,60.6,43,0,43,8.5,94,4,25,289,23.7,49.9,42.2,66.4,3,3,100,1,20.9,68.3,9.6,9,13,0,1,2,7,7,409,5.8
Cade McNamara,101620,QB,MICHIGAN,4,73.1,67,71,7.4,2.32,0,2,2.6,60.6,43,0,13,12.2,72,6,21,222,50.1,65,65.9,57.6,1,0,78,1,0,101,0,0,1,0,3,5,1,1.3,425,6
Kevaris Thomas,83593,QB,W KENTUCKY,3,64.5,62,70,9.9,2.9,1,2,2.8,52.9,37,0,25,7.5,79,3,22,346,35.5,52,50.2,59.1,2,2,80,0,24,70.2,7.6,6,3,0,5,3,5,6.3,365,5.2
Andrew Peasley,83581,QB,UTAH ST,5,60,65,69,9.1,2.87,0,1,1.4,53.6,37,0,24,5.1,86,2,25,329,53.7,54.9,45.6,71.4,0,3,87,0,12.5,70.2,3.5,3,14,0,4,4,4,4.6,368,5.3
Harrison Bailey,124266,QB,TENNESSEE,6,74.2,66,69,8.9,2.91,1,0,0,69.6,48,0,29,2,90,1,29,307,30.7,55.9,55.2,57.3,0,2,94,1,37.9,102.2,12.2,11,10,0,2,4,4,4.3,578,8.4
Dalen Morris,60474,QB,NAVY,9,64.3,56,66,14.4,3.44,0,3,4.2,50,33,0,37,8.3,81,3,23,237,54.2,56.8,65.5,46,1,2,88,2,29.7,82.8,13.6,11,4,1,8,3,1,1.1,579,8.8
Tate Whatley,83556,QB,SO MISS,2,67.2,61,66,7.9,2.45,1,4,5.8,57.6,38,0,24,7.3,72,3,19,296,29.8,66.3,63.8,64.3,0,2,75,0,12.5,82.2,4.2,3,3,0,4,3,4,5.3,469,7.1
Tevaka Tuioti,40663,QB,NEW MEXICO,2,68.3,60,66,8.8,3.06,2,1,1.5,56.1,37,0,24,9.8,81,4,29,241,72.6,75.4,65.3,80.8,1,1,83,1,12.5,92.7,3.7,3,11,0,3,4,2,2.4,475,7.2
Ty Brock,66582,QB,C MICHIGAN,4,69.8,63,65,8.8,2.9,1,1,1.5,58.5,38,0,30,13.6,81,6,19,134,54.9,60,49.3,68,0,2,85,0,23.3,70.7,8.6,7,9,0,1,2,3,3.5,351,5.4
Isaiah Williams,97156,QB,ILLINOIS,6,54.2,59,64,11.3,2.77,1,2,3,40.6,26,0,26,18.8,74,6,20,187,28.3,72.5,53.1,80.2,0,2,77,0,15.4,69.3,5.4,4,6,1,3,4,4,5.2,393,6.1
Skylar Thompson,60417,QB,KANSAS ST,3,70,60,63,13.4,2.87,1,6,8.6,63.5,40,0,32,4.8,71,2,23,199,53.8,87.7,86,68.8,1,0,78,0,12.5,117.6,5.6,4,4,0,1,4,2,2.6,626,9.9
Javion Posey,97606,QB,FAU,6,65,60,63,10.3,3.12,0,1,1.5,52.4,33,0,30,15.4,80,6,25,165,26.4,65.6,45.1,78.5,0,3,82,0,23.3,62.6,8.8,7,9,0,3,2,7,8.5,395,6.3
Chase Griffin,100579,QB,UCLA,3,74.1,58,62,9.3,2.95,0,3,4.5,64.5,40,1,17,7,71,3,23,324,22.1,69.1,82.7,36.2,1,2,76,2,17.6,105,4.2,3,6,0,3,6,2,2.6,451,7.3
Jonah Johnson,138484,QB,NEW MEX ST,2,70.2,57,60,10.5,2.98,0,2,3,60,36,0,27,10,69,4,16,242,30.5,63.6,61.9,64,0,3,75,1,11.1,61,4.3,3,6,0,3,1,4,5.3,349,5.8
Trey Lowe,77669,QB,SO MISS,4,73.2,56,59,9,2.41,0,4,6.5,61,36,0,31,12.2,76,5,26,296,48.7,56,52.9,59.7,2,3,79,1,35.5,73.6,14.5,11,4,0,1,2,4,5.1,433,7.3
Keon Howard,40418,QB,TULANE,4,57.1,56,58,10.4,2.6,0,0,0,43.1,25,0,18,21.9,64,7,19,319,47.3,57.4,49.5,72,1,1,69,0,11.1,58.8,3.1,2,4,0,1,1,3,4.3,310,5.3
Lowell Narcisse,60439,QB,UTSA,3,72.5,51,56,10.9,3.3,1,3,4.9,62.5,35,0,31,5.4,68,2,23,331,76.3,81.2,78.5,69.6,0,0,74,0,12.9,103.1,5.9,4,8,0,4,3,1,1.4,417,7.4
Will Levis,83542,QB,PENN STATE,4,66.7,51,54,9.1,2.68,1,3,5.5,59.3,32,0,17,5.9,64,2,24,266,43.7,66.4,64,63.6,2,0,65,1,29.4,89.6,7.8,5,5,0,0,1,1,1.5,414,7.7
Haaziq Daniels,125263,QB,AIR FORCE,5,63.5,52,54,13.3,2.84,1,6,10.5,55.6,30,0,9,9.1,61,3,22,101,26.6,62.7,69.3,52.9,0,3,64,0,22.2,77.2,3.3,2,5,0,1,3,5,7.8,433,8
Dennis Grosel,60351,QB,BOSTON COL,3,78.4,51,54,13.2,3.21,1,7,12.3,68.5,37,0,25,7.5,59,3,22,121,44.6,80.1,80.1,64,0,3,62,2,16,116.9,6.8,4,1,0,2,6,6,9.7,568,10.5
Chubba Purdy,122412,QB,FLORIDA ST,3,65.2,46,53,6.6,3.12,1,2,3.5,50.9,27,0,28,10,67,3,11,167,48.7,50.9,58.7,48.3,0,1,73,2,14.3,66.5,6,4,10,0,6,2,3,4.1,219,4.1
Re-al Mitchell,77670,QB,TEMPLE,3,56,50,53,7,2.05,1,2,3.6,50.9,27,0,13,3.6,57,1,13,306,59.2,47.8,43.3,59.3,1,2,59,1,15.4,53.3,3.5,2,1,0,1,1,5,8.5,232,4.4
Stone Norton,97988,QB,FIU,5,59.2,49,53,10.2,2.98,1,1,1.8,47.2,25,0,27,13.8,68,4,11,166,26,48.8,53.3,42.1,1,0,72,2,44.4,80.1,17.6,12,3,0,2,3,3,4.2,252,4.8
JaCobian Morgan,123050,QB,SYRACUSE,3,71.7,46,50,5.8,2.68,1,2,3.7,64,32,0,19,3,59,1,16,304,71.3,64,65.6,57.2,0,2,63,1,36.8,76.6,11.9,7,2,0,3,2,1,1.6,294,5.9
AJ Mayer,63860,QB,MIAMI OH,2,58.7,46,49,15.4,2.59,1,4,7.5,46.9,23,0,13,14.8,54,4,19,221,52.6,66.5,64.3,64.6,1,1,58,0,23.1,87.8,5.6,3,2,0,1,4,2,3.4,328,6.7
Max Bortenschlager,46500,QB,FIU,5,61.5,39,48,10.3,2.94,1,2,4.1,45.8,22,0,21,8.3,55,2,14,166,42.6,49.6,52.6,45.1,2,1,56,0,28.6,70.1,10.9,6,1,0,6,2,2,3.6,284,5.9
Christian Anderson,60339,QB,ARMY,7,52.5,40,47,12.4,2.71,1,0,0,42.6,20,0,24,4.8,58,1,17,114,34.9,41.9,29.7,55,1,4,62,0,8.3,28.2,3.4,2,9,0,5,1,5,8.1,215,4.6
N'Kosi Perry,60446,QB,MIAMI FL,5,65.2,46,47,9.9,2.56,0,4,8.3,55.3,26,0,17,13.3,52,4,17,220,44.7,66.4,73.2,46.3,1,1,53,0,17.6,91.4,5.8,3,2,0,0,3,1,1.9,348,7.4
Coran Taylor,82128,QB,ILLINOIS,2,65.1,43,46,9.9,2.96,1,4,7.4,50,23,0,19,17.9,58,5,15,187,23.5,45.5,49.8,51.4,2,2,66,2,31.6,81.7,10.3,6,6,0,0,3,7,10.6,379,8.2
Kurtis Rourke,97998,QB,OHIO,3,71.4,42,44,10.9,3.05,0,7,14.6,68.2,30,0,18,0,54,0,17,259,26.5,69.3,71.9,54.3,0,0,58,0,33.3,118.1,11.1,6,4,0,2,3,4,6.9,385,8.8
J.T. Shrout,83562,QB,TENNESSEE,4,71.4,42,43,12.1,2.55,1,4,8.7,58.1,25,0,14,16.7,50,5,13,307,40,63.6,65,54.4,0,3,54,0,21.4,83.8,6,3,3,0,0,4,4,7.4,323,7.5
KJ Jefferson,99129,QB,ARKANSAS,4,62.2,37,41,10.3,2.7,2,2,4.4,48.8,20,0,14,13,48,3,13,111,30.6,57.1,62.4,51.4,0,0,52,0,28.6,97.5,8.3,4,2,0,2,3,2,3.8,299,7.3
Tanner Mordecai,77656,QB,OKLAHOMA,4,84.6,39,40,8.5,3,1,3,7.3,80,32,0,8,3,45,1,25,261,36.5,65.7,67.7,56,0,1,47,0,37.5,114.1,6.7,3,2,0,0,2,3,6.4,395,9.9
Will Koch,128088,QB,UMASS,3,70.3,37,40,6.3,3.02,0,0,0,60,24,0,15,7.7,48,2,9,216,42.9,32.3,26.8,68.3,1,1,49,1,33.3,67.3,10.4,5,3,0,2,1,5,10.2,166,4.2
Jovoni Johnson-McCray,100830,QB,RICE,2,74.4,39,39,6.9,2.46,0,1,2.6,71.8,28,0,14,3.4,48,1,14,275,75.3,72.5,68.4,69,0,0,48,1,35.7,95.7,10.4,5,4,0,0,1,0,0,236,6.1
Todd Centeio,60552,QB,COLO STATE,3,58.1,31,37,12.3,3.14,0,2,5.1,37.8,14,0,18,22.2,40,4,12,144,51.1,56,61.8,51.5,1,1,42,1,0,54.7,0,0,3,0,5,1,2,4.8,207,5.6
Chris Ferguson,40105,QB,LIBERTY,6,54.1,37,37,8.9,2.23,0,1,2.7,51.4,19,0,6,5,39,1,11,206,37,53.3,57.2,44.5,0,0,39,0,16.7,103.1,2.6,1,1,0,0,4,2,5.1,197,5.3
Calvin Brownholtz,83584,QB,UTEP,3,65.7,35,37,17.7,3.21,0,3,7.3,48.6,18,0,10,21.7,44,5,13,330,51.8,57.9,50.4,65.6,0,4,48,0,30,49.8,6.8,3,4,1,1,2,6,12.5,255,6.9
Fred Payton,82102,QB,COAST CAR,5,63.9,36,36,11.3,2.99,0,1,2.6,50,18,0,12,21.7,46,5,17,141,44.9,58.5,57.7,60.8,0,2,49,1,33.3,81.1,8.7,4,6,0,0,3,5,10.2,283,7.9
Garrett Dzuro,64526,QB,UMASS,3,53.1,32,36,9.7,2.9,0,2,5.1,41.7,15,0,22,11.8,45,2,9,216,38.8,46.6,46.9,56.1,1,2,48,0,18.2,38.5,8.9,4,5,0,3,0,3,6.3,215,6
Brett Gabbert,97404,QB,MIAMI OH,2,78.8,33,35,12.8,2.6,0,4,10.8,65.7,23,0,9,11.5,39,3,18,221,70.4,92.6,92,72.5,0,0,42,0,11.1,140.7,2.6,1,3,0,2,4,1,2.4,384,11
Baylor Romney,82095,QB,BYU,5,76.5,34,35,6.4,2.35,0,0,0,68.6,24,0,6,7.7,38,2,14,128,72.1,56.5,55.2,58.1,0,1,38,0,16.7,87.9,2.6,1,2,0,1,1,2,5.3,261,7.5
Joey Gatewood,82088,QB,KENTUCKY,6,60.6,33,35,5.9,2.87,1,0,0,48.6,17,0,21,15,43,3,4,202,51.4,39.6,39.1,52.4,0,1,46,1,23.8,43.6,11.6,5,3,0,1,0,2,4.3,109,3.1
Tyger Goslin,77634,QB,NAVY,4,48.4,31,35,12.2,3.12,2,1,2.6,42.9,15,0,20,0,44,0,11,237,49.9,41.4,43,49.9,0,1,47,0,25,94.1,11.4,5,4,0,2,3,3,6.4,333,9.5
Josh Adkins,60483,QB,UTSA,4,58.1,31,34,9.5,2.2,1,2,5.7,52.9,18,0,9,0,35,0,12,331,71.3,65.1,63.1,63.4,0,0,36,0,0,89.1,0,0,1,1,1,1,2,5.6,270,7.9
Nick Nash,98679,QB,S JOSE ST,5,69.7,33,34,10.2,3.55,0,3,8.3,58.8,20,0,14,13,44,3,13,285,57.2,77.9,64.9,74.9,0,2,46,0,14.3,72.3,4.5,2,8,0,1,2,3,6.5,213,6.3
Emory Jones,82111,QB,FLORIDA,6,65.6,32,33,9.1,2.38,0,3,9.1,57.6,19,0,8,9.5,36,2,13,163,77.7,90.5,72.3,86.1,1,1,36,0,0,84.9,0,0,3,0,0,2,2,5.6,216,6.5
Matthew Downing,82120,QB,TCU,4,63.3,30,30,6.9,2.59,0,2,6.7,56.7,17,0,12,10.5,36,2,9,305,35.2,56.9,55.5,62.7,0,1,36,1,33.3,69.9,11.1,4,2,0,0,1,2,5.6,168,5.6
Katravis Marsh,123289,QB,USF,4,48.3,29,30,9.6,2.05,0,0,0,46.7,14,0,7,0,32,0,6,327,27.4,28.6,28.4,58.6,0,3,34,0,28.6,14.2,6.3,2,0,0,1,0,6,17.6,92,3.1
D'Wan Mathis,99130,QB,GEORGIA,2,48.1,27,30,15.1,3.32,1,2,6.1,40,12,0,20,7.7,40,1,4,173,25.6,33.9,30,53.4,0,3,43,0,25,19.4,12.5,5,5,0,2,1,7,16.3,89,3
Davis Brin,77642,QB,TULSA,2,74.1,27,30,14.4,2.65,1,4,13.3,63.3,19,0,10,5,32,1,10,320,69.5,85,80.9,72.6,1,0,34,0,20,114.3,6.3,2,0,1,0,2,1,2.9,268,8.9
Isaiah Chavez,128257,QB,NEW MEXICO,2,74.1,27,29,8.3,2.58,0,0,0,65.5,19,1,10,5,34,1,9,241,75.6,64.3,58.9,69.1,0,0,36,2,20,115.7,5.9,2,3,0,2,2,0,0,251,8.7
Tate Rodemaker,122414,QB,FLORIDA ST,4,67.9,28,29,4.2,2.63,0,0,0,58.6,17,0,10,10.5,35,2,8,167,70.9,28.6,27.4,60.2,0,3,36,0,40,30,11.4,4,2,0,1,0,4,11.1,130,4.5
Shawn Robinson,60551,QB,MISSOURI,2,82.8,29,29,3.7,2.27,0,0,0,69,20,0,11,16.7,32,4,8,229,23.5,48.1,69,28.7,0,0,34,1,18.2,97.6,6.3,2,0,0,0,1,0,0,185,6.4
Kaylan Wiggins,55167,QB,FIU,3,46.2,26,29,14.2,3.75,0,0,0,34.5,10,0,24,16.7,37,2,7,166,34.6,44.3,29.2,75.1,0,1,40,0,16.7,29,10.8,4,4,0,3,0,4,10,74,2.6
Jack Sears,60580,QB,BOISE ST,3,88.9,27,28,9.2,2.97,0,4,13.8,85.7,24,0,10,0,33,0,16,120,70.9,93.3,91.7,80.9,0,0,34,0,10,154,3,1,4,0,1,3,1,2.9,347,12.4
Cade Fennegan,128127,QB,BOISE ST,2,61.5,26,28,13.3,3.29,0,2,6.5,53.6,15,0,12,6.3,35,1,7,120,35.2,33.9,43.2,36.8,0,1,38,0,16.7,82.7,5.7,2,5,0,2,2,4,10.5,182,6.5
Jordan Weeks,83585,QB,UTSA,2,40,25,27,8.9,2.87,1,2,6.5,33.3,9,0,14,10,35,1,5,331,68.9,45.2,45.9,54.4,0,1,39,0,42.9,26.9,17.1,6,2,0,1,0,3,7.7,69,2.6
Trad Beatty,77637,QB,TEMPLE,2,70.4,27,27,5.1,2.17,0,2,7.1,63,17,0,12,10.5,34,2,8,306,70.5,69.9,75.1,51.5,0,1,35,1,41.7,87,14.7,5,2,0,0,1,0,0,230,8.5
Justin Tomlin,78482,QB,GA SOUTHRN,5,45.8,24,26,14.9,2.76,1,1,3.7,42.3,11,0,10,0,34,0,9,174,19.9,54.2,38.7,65.7,0,3,35,0,30,23.6,8.8,3,5,1,0,0,3,8.6,161,6.2
Drew Lisk,40372,QB,UTAH,1,66.7,24,26,5.7,2.74,1,1,3.8,57.7,15,0,8,6.3,27,1,7,328,68.5,68.3,69.5,56.7,0,0,27,0,0,74.5,0,0,1,0,1,0,0,0,152,5.8
Gunnar Holmberg,77625,QB,DUKE,6,76,25,25,7.8,2.1,0,0,0,72,18,0,6,5.3,28,1,9,154,12.5,49.8,69.8,36.8,0,2,30,0,50,55.6,10.7,3,0,0,0,0,3,10,161,6.4
Lucas Johnson,40551,QB,S DIEGO ST,1,65.2,23,24,12.4,2.55,0,1,4,58.3,14,0,8,6.7,27,1,8,284,71.8,76.8,69.8,73.7,1,0,28,0,25,96.5,7.4,2,0,0,0,1,0,0,184,7.7
Michael Kern,97799,QB,WAKE,4,54.5,22,24,14.5,3.16,0,2,7.7,50,12,0,4,0,27,0,9,339,30.5,82,88.3,53.2,0,0,29,0,25,87.7,3.7,1,2,0,2,0,1,3.4,253,10.5
Anthony Brown,40316,QB,OREGON,2,86.4,22,23,8.6,2.43,0,0,0,65.2,15,0,7,21.1,23,4,12,264,20,69.5,82.5,42.8,0,0,24,0,0,115.1,0,0,0,0,1,2,0,0,164,7.1
